,text,Date,label
1075,senatemajldr senategop appeals court judges record clip courts rapidly changing better,11/01/2017,1
1076,thanks senatemajldr mcconnell senategop appointing high quality federal district,11/01/2017,1
1077,thank great nypd first responders govt officials handled terrible west side attack professionally,11/01/2017,1
1078,nygovcuomo nycmayor fully supports efforts respect west side attack nycstrong,11/01/2017,1
1079,spoke nygovcuomo nycmayor de blasio let know federal government,11/01/2017,1
1080,mourn horrifying terrorist attack nyc america praying grieving families lost precious loved ones,11/01/2017,1
1081,middle class house senate consider asap process final approval moves along push biggest tax cuts ever,11/01/2017,1
1082,great repeal unfair unpopular individual mandate obamacare use savings tax cuts,11/01/2017,1
1083,nycstrong usa,11/01/2017,1
1084,senator chuck schumer helping import europes problems said col tony shaffer stop craziness foxandfriends,11/01/2017,1
1085,fighting hard merit based immigration democrat lottery systems must get much tougher smarter foxandfriends,11/01/2017,1
1086,terrorist came country called diversity visa lottery program chuck schumer beauty want merit based,11/01/2017,1
1087,ordered homeland security step already extreme vetting program politically correct fine,11/01/2017,1
1088,republican house members working hard late toward massive tax cuts know deserve biggest ever,11/01/2017,1
1089,thoughts condolences prayers victims families new york city terrorist attack god country,10/31/2017,-1
1090,must allow isis return enter country defeating middle east elsewhere enough,10/31/2017,-1
1091,nyc looks like another attack sick deranged person law enforcement following closely u,10/31/2017,-1
1092,u coal productionup past year last years endingwaroncoal,10/31/2017,-1
1093,ghome prices reach new time highs august h read,10/31/2017,-1
1094,consumer confidence hits highest level since december read,10/31/2017,-1
1095,wishing everyone safe happy halloween halloween,10/31/2017,-1
1096,thank luisriveramarin,10/31/2017,-1
1097,gstatement president trump apprehension mustafa al imam alleged role benghazi attacks h,10/31/2017,-1
1098,earth shattering brother could drain swamp would yet another campaign promise fulfilled fake news weak,10/31/2017,-1
1099,biggest story yesterday one dems dither podesta running firm know crooked dems,10/31/2017,-1
1100,hope people start focus massive tax cuts business jobs middle class addition democrat corruption,10/31/2017,-1
1101,came campaign people knew young low level volunteer named george already proven liar check dems,10/31/2017,-1
1102,fake news working overtime paul manaforts lawyer said collusion events mentioned took place long,10/31/2017,-1
1103,also collusion,10/30/2017,-1
1104,sorry years ago paul manafort part trump campaign crooked hillary dems focus,10/30/2017,-1
1105,great job michaelcaputo foxandfriends,10/30/2017,-1
1106,report obama campaign paid fusion gps firm also got really dnc nobody knows ok,10/30/2017,-1
1107,russia talk right republicans making big push historic tax cuts reform coincidental,10/29/2017,-1
1108,fighting back like never much guilt democrats clinton facts pouring something,10/29/2017,-1
1109,collusion exist dems using terrible bad country witch hunt evil politics r,10/29/2017,-1
1110,uranium russia deal plus deleted emails comey fix much instead look phony trump russia,10/29/2017,-1
1111,never seen republican anger unity concerning lack investigation clinton made fake dossier,10/29/2017,-1
1112,usual obamacare premiums dems repeal replace great healthcare soon tax cuts,10/29/2017,-1
1113,jfk files released long ahead schedule,10/28/2017,1
1114,presidential must point sloppy michael moore show broadway total bomb forced close sad,10/28/2017,1
1115,happy firstrespondersday heroes forever grateful service sacrifice courage,10/28/2017,1
1116,order put conspiracy theories rest,10/28/2017,1
1117,addresses mentioned person still living reasons full disclosure transparency,10/28/2017,1
1118,strict consultation general kelly cia agencies releasing jfkfiles names,10/28/2017,1
1119,today national prescription drug take back day everyone help fight opioidepidemic participating,10/28/2017,1
1120,read nice remarks president jimmy carter badly treated press fake news thank mr president,10/28/2017,1
1121,little reporting great gdp numbers announced yesterday despite big hurricane hits best consecutive q years,10/28/2017,1
1122,gwhat happened h ghow team hillary played press fools russia h know,10/28/2017,1
1123,jfkfiles,10/28/2017,1
1124,happy birthday theleegreenwood flashbackfriday,10/27/2017,-1
1125,people anxiously awaiting decision next head fed,10/27/2017,-1
1126,foxnews chris wallace gmore evidence dem collusion russia gop h,10/27/2017,-1
1127,inspired stories everyday heroes pull communities depths despair leadership love,10/27/2017,-1
1128,diane black tennessee highly respected house budget committee chairwoman great job passing budget setting big tax cuts,10/27/2017,-1
1129,thank flgovscott,10/27/2017,-1
1130,commonly agreed many months costly looking collusion russia trump collusion hc,10/27/2017,-1
1131,happy birthday great theleegreenwood beautiful song made difference make america great,10/27/2017,-1
1132,jfk files carefully released end great transparency hope get everything public,10/27/2017,-1
1133,happy birthday great leegreenwood beautiful song made difference make america great,10/27/2017,-1
1134,good luck joy villa decision enter wonderful world politics many fans,10/27/2017,-1
1135,congratulations speakerryan gopleader stevescalise republican party budget passage yesterday biggest tax cuts,10/27/2017,-1
1136,thank foxandfriends really great job show,10/27/2017,-1
1137,wacky totally unhinged tom steyer fighting make america great agenda beginning never wins elections,10/27/2017,-1
1138,working together defeat opioidepidemic free nation terrible affliction drug abuse,10/27/2017,-1
1139,effective today administration officially declared opioidcrisis national public health emergency federal law,10/26/2017,2
1140,big news budget passed,10/26/2017,2
1141,underestimate unity within republican party,10/26/2017,2
1142,ed gillespie great governor virginia opponent even show meetings work weak crime,10/26/2017,2
1143,ed gillespie turn really bad virginia economy around fast strong crime might even save great statues heritage,10/26/2017,2
1144,another sean success,10/26/2017,2
1145,together make america great americafirst,10/26/2017,2
1146,biggest tax cut history country need taxreform read,10/26/2017,2
1147,interview loudobbs coming pme foxbusiness enjoy,10/25/2017,2
1148,texas govabbott lt gov danpatrickthank todays briefing hurricane recovery efforts tx keep great work,10/25/2017,2
1149,long anticipated release jfkfiles take place tomorrow interesting,10/25/2017,2
1150,melania look forward president xi madame peng liyuan china two weeks hopefully historic trip,10/25/2017,2
1151,spoke president xi china congratulate extraordinary elevation also discussed noko trade two important subjects,10/25/2017,2
1152,interviewed loudobbs aired tonight pme foxbusiness dobbs,10/25/2017,2
1153,congrats reince priebus really good talented man fre proud reince,10/25/2017,2
1154,make america great,10/25/2017,2
1155,jeff flake approval rating arizona said lot colleagues spoken really gave standing,10/25/2017,2
1156,working hard biggest tax cut u history great support many sides big winners middle class business jobs,10/25/2017,2
1157,meeting republican senators yesterday outside flake corker love fest standing ovations great ideas usa,10/25/2017,2
1158,reason flake corker dropped senate race simple zero chance elected act hurt wounded,10/25/2017,2
1159,clinton campaign dnc paid research led anti trump fake news dossier victim president foxnews,10/25/2017,2
1160,nice republican senators today multiple standing ovations great people want big tax cuts success u,10/24/2017,-1
1161,gpresident donald j trump proclaims october united nations day h read,10/24/2017,-1
1162,stock market hit another record high jobs looking good,10/24/2017,-1
1163,entire world laughing taking advantage us people like liddle bob corker set u way back move forward,10/24/2017,-1
1164,sen corker incompetent head foreign relations committee look poorly u done clue,10/24/2017,-1
1165,sad lightweight senator bob corker get elected great state tennessee fight tax cuts plus,10/24/2017,-1
1166,corker dropped race tennesse refused endorse negative anything trump look record,10/24/2017,-1
1167,bob corker helped president give us bad iran deal get elected dog catcher tennessee fighting tax cuts,10/24/2017,-1
1168,never forget american service members killed hizballah beirut died service nation,10/23/2017,-1
1169,respectful conversation widow sgt la david johnson spoke name beginning without hesitation,10/23/2017,-1
1170,two dozen nfl players continue kneel national anthem showing total disrespect flag country leadership nfl,10/23/2017,-1
1171,change k always great popular middle class tax break works stays,10/23/2017,-1
1172,finally sinking people believe major national news orgs fabricate stories fake news even worse lost cred,10/22/2017,-1
1173,wacky congresswoman wilson gift keeps giving republican party disaster dems watch action vote r,10/22/2017,-1
1174,interview today maria bartiromo foxnews enjoy,10/22/2017,-1
1175,nd amendment strong military isis historic va improvement supreme court justice record stock market lowest unemployment yrs,10/22/2017,-1
1176,months administration legislation approvals massive regulation cuts energy freedom pipelines border security,10/22/2017,-1
1177,agree getting tax cuts approved important also get healthcare perhaps administration done first,10/21/2017,-1
1178,lightly reported fewest jobless claims since show firm u job market lowest since march bpolitics,10/21/2017,-1
1179,crooked hillary clinton spent hundreds millions dollars presidential election facebook side mine,10/21/2017,-1
1180,keep hearing tiny amount money spent facebook ads billions dollars fake news cnn abc nbc cbs,10/21/2017,-1
1181,officials behind discredited dossier plead fifth justice department fbi immediately release paid,10/21/2017,-1
1182,gtrump hails liberation raqqa critical breakthrough anti isis campaign h,10/21/2017,-1
1183,stock market hits another time high friday trillion dollars since election fake news spent much time,10/21/2017,-1
1184,people get going,10/21/2017,-1
1185,subject receipt information allowing president long blocked classified jfk files opened,10/21/2017,-1
1186,hope fake news media keeps talking wacky congresswoman wilson representative killing democrat party,10/21/2017,-1
1187,budget passed really big deal especially terms biggest tax cut u history msm barely covered,10/21/2017,-1
1188,great book place called heaven dr robert jeffress wonderful man,10/20/2017,-1
1189,generation opportunity offer historic tax relief american people join today,10/20/2017,-1
1190,today honor unsecretary general antonioguterres whitehouse speaking u appreciate,10/20/2017,-1
1191,thank geraldorivera foxandfriends agree,10/20/2017,-1
1192,report united kingdom crime rises annually amid spread radical islamic terror good must keep america safe,10/20/2017,-1
1193,allows passage large scale tax cuts reform biggest history country,10/20/2017,-1
1194,budget passed late last night got zero democrat votes rand paul vote tax cuts voting,10/20/2017,-1
1195,great news budget senatemajldr mcconnell first step toward delivering massive tax cuts american people taxreform,10/20/2017,-1
1196,big ratings getter seanhannity apprentice champion john rich right going stage las vegas vegasstrong great show,10/20/2017,-1
1197,fake news going crazy wacky congresswoman wilson secretly personal call gave total lie content,10/20/2017,-1
1198,keep great work isis losing grip army colonel ryan dilloncjtf oir,10/20/2017,-1
1199,great governor ricardorossello puertorico us whitehouse today prstrong,10/19/2017,2
1200,foxandfriends russia sent millions clinton foundation,10/19/2017,2
1201,workers firm involved discredited fake dossier take th paid russia fbi dems,10/19/2017,2
1202,uranium deal russia clinton help obama administration knowledge biggest story fake media want follow,10/19/2017,2
1203,republicans going big budget approval today first step toward massive tax cuts think votes knows,10/19/2017,2
1204,americans think media inventing stories trump administration foxnews actually much worse,10/19/2017,2
1205,danaperino bradthorthank much wonderful compliment working hard maga,10/18/2017,-1
1206,year four one thousand milestones year dow k maga,10/18/2017,-1
1207,real pride country usa,10/18/2017,-1
1208,nfl much talk enough action stand national anthem,10/18/2017,-1
1209,iran hides behind assertion technical compliance w nuclear deal brazenly violates limits amb nikkihaley,10/18/2017,-1
1210,honor welcome republican democratic members senate finance committee whitehouse today taxreform,10/18/2017,-1
1211,hearts affected wildfires california god bless brave first responders fema team support,10/18/2017,-1
1212,current tax code burden american taxpayers harmful job creators americans need taxreform,10/18/2017,-1
1213,supportive lamar person also process never support bailing ins co made fortune w care,10/18/2017,-1
1214,democrat congresswoman totally fabricated said wife soldier died action proof sad,10/18/2017,-1
1215,nfl decided force players stand playing national anthem total disrespect great country,10/18/2017,-1
1216,turned james comey lied leaked totally protected hillary clinton best thing ever happened,10/18/2017,-1
1217,democrats vote tax increases hopefully senate republicans vote largest tax cuts u history,10/18/2017,-1
1218,people interviewed including clinton comey stated oath obviously fix justice dept,10/18/2017,-1
1219,wow fbi confirms report james comey drafted letter exonerating crooked hillary clinton long investigation complete many,10/18/2017,-1
1220,important truth founders understood freedom gift govt freedom gift god,10/18/2017,-1
1221,thank heritage generation opportunity revitalize economy revive industry renew american dream,10/18/2017,-1
1222,wow,10/17/2017,-2
1223,border wall prototypes underway,10/17/2017,-2
1224,increase obamacare premiums fault democrats giving us product never chance working,10/17/2017,-2
1225,much fake news put dying magazines newspapers place worse may nbcnews cbsnews abc cnn fiction writers,10/17/2017,-2
1226,great honor welcome prime minister alexis tsipras greece wh today,10/17/2017,-2
1227,join live rose garden pme prime minister alexis tsipras greece,10/17/2017,-2
1228,dow passes first time fueled strong earnings dow k,10/17/2017,-2
1229,rep tom marino informed withdrawing name consideration drug czar tom fine man great congressman,10/17/2017,-2
1230,always great see wonderful people south carolina thank beautiful welcome greenville spartanburg int l airport,10/16/2017,-2
1231,recently asked crooked hillary clinton going run answer hope,10/16/2017,-2
1232,u gained trillion dollars stock market value since election day also record business enthusiasm,10/16/2017,-2
1233,since election day november stock market unemployment year low companies coming back u,10/16/2017,-2
1234,dem senator schumer hated iran deal made president obama involved ok tell israel chuck,10/16/2017,-2
1235,democrats want increase taxes obstruct good,10/16/2017,-2
1236,art laffer said know democrat could vote big tax cut reform bill live foxnews,10/16/2017,-2
1237,approvals keystone xl dakota access pipelines also look recent epa cancelations great new supreme court justice,10/15/2017,-1
1238,failing nytimes story peter baker mentioned rapid terminations tpp paris accord fast,10/15/2017,-1
1239,democrats southwest part virginia abandoned party republican ed gillespie never let,10/14/2017,1
1240,proud executive order allow greatly expanded access far lower costs healthcare millions people benefit,10/14/2017,1
1241,health insurance stocks gone roof obamacare years plunged yesterday ended dems windfall,10/14/2017,1
1242,wonderful statement great loudobbs take may accomplished presidency modern american history,10/14/2017,1
1243,obamacare causing grief tragedy many dismantled meantime premiums deductibles way,10/14/2017,1
1244,money pouring insurance companies profits guise obamacare made fortune dems must get smart deal,10/14/2017,1
1245,many people talking much agreement iran speech today participants deal making lots money trade iran,10/14/2017,1
1246,starting develop much better relationship pakistan leaders want thank cooperation many fronts,10/14/2017,1
1247,weeklyaddress,10/13/2017,-1
1248,today announced strategy confront iranian regime fs hostile actions ensure never acquire nuclear weapon,10/13/2017,-1
1249,consumer confidence soars highest level since,10/13/2017,-1
1250,america worship government worship god valuesvoterssummit,10/13/2017,-1
1251,greater privilege serve commander chief happy birthday incredible men women usnavy navybday,10/13/2017,-1
1252,wonderful people puerto rico unmatched spirit know bad things h always,10/13/2017,-1
1253,hard believe democrats gone far left longer recognizable fighting hard sanctuary crime,10/13/2017,-1
1254,obamacare broken mess piece piece begin process giving america great healthcare deserves,10/13/2017,-1
1255,sadly others fake news public beginning figure,10/13/2017,-1
1256,democrats obamacare imploding massive subsidy payments pet insurance companies stopped dems call fix,10/13/2017,-1
1257,time take care country rebuild communities protect great american workers taxreform,10/13/2017,-1
1258,people starting find dishonest disgusting fakenews nbcnews viewers beware may worse even cnn,10/13/2017,-1
1259,happy nationalfarmersday,10/12/2017,-1
1260,need tax system fair working families encourages companies stay america grow america hire america,10/12/2017,-1
1261,time come take action improve access increase choices lower costs healthcare,10/12/2017,-1
1262,fake news going order demean denigrate hatred,10/12/2017,-1
1263,cannot keep fema military first responders amazing difficult circumstances p r forever,10/12/2017,-1
1264,accountability say governor electric infrastructure disaster hurricanes congress decide much spend,10/12/2017,-1
1265,puerto rico survived hurricanes financial crisis looms largely making says sharyl attkisson total lack,10/12/2017,-1
1266,clips tax speech seanhannity foxandfriends great day,10/12/2017,-1
1267,even darkest moments light people shown goodness courage love usa,10/12/2017,-1
1268,network news become partisan distorted fake licenses must challenged appropriate revoked fair public,10/12/2017,-1
1269,joining seanhannity tonight pme foxnews enjoy,10/11/2017,1
1270,need tax system fair working families encourages companies stay america grow america hire america,10/11/2017,1
1271,interviewed tonight foxnews seanhannity pme enjoy,10/11/2017,1
1272,join live pme harrisburg pennsylvania taxreform usa,10/11/2017,1
1273,happy announce awarding las vegas order help local law enforcement working ot respond last sunday fs tragedy,10/11/2017,1
1274,fake news coming nbc networks point appropriate challenge license bad country,10/11/2017,1
1275,fake nbcnews made story wanted tenfold increase u nuclear arsenal pure fiction made demean nbc cnn,10/11/2017,1
1276,time roger goodell nfl finally demanding players stand great national anthem respect country,10/11/2017,1
1277,democrats want massive tax increases soft crime producing borders republicans want biggest tax cut history wall,10/11/2017,1
1278,would really nice fake news media would report virtually unprecedented stock market growth since election need tax cuts,10/11/2017,1
1279,congress gives us massive tax cuts reform asking numbers grow leaps bounds maga,10/11/2017,1
1280,stock market increased trillion dollars since election november th increase lowest unemployment years,10/11/2017,1
1281,fired story totally made dishonest media chief fantastic job importantly usa,10/11/2017,1
1282,fake news time trying hurt one finest people know general john kelly saying soon,10/11/2017,1
1283,great honor host back back stanleycup champion pittsburgh penguins wh flotus today,10/10/2017,-1
1284,failing nytimes set liddle bob corker recording conversation made sound fool dealing,10/10/2017,-1
1285,highly respected author christopher bedford came book art donald lessons america really good book,10/10/2017,-1
1286,jemele hill mike wonder espn ratings tanked fact tanked badly talk industry,10/10/2017,-1
1287,since congress get act together healthcare using power pen give great healthcare many people fast,10/10/2017,-1
1288,problem agreeing policy immigration democrats want secure bordersthey care safety u,10/10/2017,-1
1289,nfl getting massive tax breaks time disrespecting anthem flag country change tax law,10/10/2017,-1
1290,begun,10/10/2017,-1
1291,big salute jerry jones owner dallas cowboys bench players disrespect flag stand anthem sit game,10/10/2017,-1
1292,president donald j trump proclaims october columbusday,10/09/2017,2
1293,trip vp pence long planned receiving great praise leaving game players showed disrespect country,10/09/2017,2
1294,country unsuccessfully dealing north korea years giving billions dollars getting nothing policy work,10/09/2017,2
1295,republican party racking record amounts small dollar donations fueled trump supporters nypost thank,10/08/2017,1
1296,nobody could done fve done puertorico little appreciation much work,10/08/2017,1
1297,bob corker gave us iran deal need healthcare need tax cuts reform need people get job done,10/08/2017,1
1298,fema first responders working hard yet hurricane nate military helping much control,10/08/2017,1
1299,asked vp pence leave stadium players kneeled disrespecting country proud secondlady karen,10/08/2017,1
1300,hence would fully expect corker negative voice stand way great agenda guts run,10/08/2017,1
1301,endorsement also wanted secretary state said thanks also largely responsible horrendous iran deal,10/08/2017,1
1302,senator bob corker begged endorse election tennessee said dropped said could win without,10/08/2017,1
1303,lasvegasstrong usa,10/08/2017,1
1304,leaving white house great state north carolina big progress made many fronts,10/07/2017,-1
1305,thanks support,10/07/2017,-1
1306,worked agreements violated ink dry makings fools u negotiators sorry one thing work,10/07/2017,-1
1307,presidents administrations talking north korea years agreements made massive amounts money paid,10/07/2017,-1
1308,joining govmikehuckabee tonight pme tbn enjoy,10/07/2017,-1
1309,great team fema prepared hurricanenate everyone la ms al fl please listen local authorities safe,10/07/2017,-1
1310,nbcnews knowingly inaccurate reporting good news people get really matters,10/07/2017,-1
1311,called chuck schumer yesterday see dems want great healthcare bill obamacare badly broken big premiums knows,10/07/2017,-1
1312,people suggesting republicans given equal time v look one sided coverage,10/07/2017,-1
1313,late night host dealing democrats unfunny repetitive material always anti trump get equal time,10/07/2017,-1
1314,contributions rnc taking far dems much wonderful small donors working hard,10/07/2017,-1
1315,believe finally got good story washingtonpost discusses enthusiasm trump voters campaign,10/07/2017,-1
1316,ralph northamwho running governor virginiais fighting violent ms killer gangs sanctuary cities vote ed gillespie,10/06/2017,-1
1317,rex tillerson never threatened resign fake news put nbcnews low news reporting standards verification,10/05/2017,1
1318,stock market hits time high unemployment lowest years business manufacturing enthusiasm highest level decades,10/05/2017,1
1319,senate intel committee looking fake news networks country see much news made fake,10/05/2017,1
1320,thank,10/05/2017,1
1321,wonderful las vegas yesterday meet people police doctors victims never forget,10/05/2017,1
1322,behalf grateful nation thank first responders heroes saved countless lives las vegas sunday night,10/05/2017,1
1323,love las vegas,10/04/2017,2
1324,landing las vegas shortly pay respects flotus melania everyone remains thoughts prayers,10/04/2017,2
1325,nbcnews story totally refuted sec tillerson vp pence fakenews issue apology america,10/04/2017,2
1326,nbc news fakenews dishonest even cnn disgrace good reporting wonder news ratings way,10/04/2017,2
1327,wow many fake news stories today matter say write speak truth fake news media control,10/04/2017,2
1328,great day puerto rico yesterday news coverage fake showed great warmth friendship,10/04/2017,2
1329,administration continue work around clock governor ricardorossello team great progress made prstrong,10/04/2017,2
1330,miracle fast las vegas metropolitan police able find demented shooter stop even killing,10/04/2017,2
1331,proud fema military first responders thank,10/03/2017,-2
1332,great meeting governor mapp usvi thankful great job done fema first responders,10/03/2017,-2
1333,leaving puerto rico c las vegas early tomorrow pay respects everyone thoughts prayers,10/03/2017,-2
1334,proud great country god bless america,10/03/2017,-2
1335,warmest condolences sympathies victims families terrible las vegas shooting god bless,10/02/2017,-1
1336,congratulations teamusa great presidentscup victory,10/02/2017,-1
1337,nice rocket man worked years would work clinton failed bush failed obama failed fail,10/01/2017,-1
1338,save energy rex done,10/01/2017,-1
1339,told rex tillerson wonderful secretary state wasting time trying negotiate little rocket man,10/01/2017,-1
1340,safety thank governor p r working closely first responders fantastic job,10/01/2017,-1
1341,people starting recognize amazing work done fema great military buildings inspected,10/01/2017,-1
1342,done great job almost impossible situation puerto rico outside fake news politically motivated ingrates,10/01/2017,-1
1343,respecting national anthem standforouranthem,10/01/2017,-1
1344,analyzing alabama primary racefake news always fails mention candidate endorsed went many points endorsement,09/30/2017,1
1345,analyzing alabama primary race fake news always fails mention candidate endorsed went many points election,09/30/2017,1
1346,fakenews people getting credit deserve great job seen great job,09/30/2017,1
1347,important nfl players stand tomorrow always playing national anthem respect flag country,09/30/2017,1
1348,pr tues ensure continue everything possible assist support people time great need,09/30/2017,1
1349,results recovery efforts speak much louder complaints san juan mayor everything help great people pr,09/30/2017,1
1350,must united offering assistance everyone suffering puerto rico elsewhere wake terrible disaster,09/30/2017,1
1351,ricardorossello fakenews critics working overtime getting great marks people truly matter prstrong,09/30/2017,1
1352,administration governor ricardorossello many others working together help people puerto rico every way,09/30/2017,1
1353,people puerto rico believe fakenews prstrong,09/30/2017,1
1354,congresswoman jennifer gonzalez colon puerto rico wonderful deal great representative people thank,09/30/2017,1
1355,spoke governor kenneth mapp u virgin islands stated fema military great job thank governor,09/30/2017,1
1356,governor puerto rico ricardo rossello great guy leader really working hard thank ricky,09/30/2017,1
1357,despite fake news media conjunction dems amazing job done puerto rico great people,09/30/2017,1
1358,fake news networks working overtime puerto rico best take spirit away soldiers first r shame,09/30/2017,1
1359,going puerto rico tuesday melania hopefully able stop u virgin islands people working hard,09/30/2017,1
1360,fake news cnn nbc going way disparage great first responders way get trump fair fr effort,09/30/2017,1
1361,military first responders despite electric roads phones etc done amazing job puerto rico totally destroyed,09/30/2017,1
1362,want everything done community effort federal workers island fantastic job,09/30/2017,1
1363,poor leadership ability mayor san juan others puerto rico able get workers help,09/30/2017,1
1364,mayor san juan complimentary days ago told democrats must nasty trump,09/30/2017,1
1365,impdnews potus thank amazing indianapolis metropolitan police department law enforcement officers lesm,09/29/2017,-2
1366,join weeklyaddress,09/29/2017,-2
1367,thoughts observing yom kippur holiest day jewish year,09/29/2017,-2
1368,thank shopfloornam honor today great news manufacturers report record high economic optimism taxreform,09/29/2017,-2
1369,week came one step closer reaching goal aligning skills taught nation fs classrooms jobs future,09/29/2017,-2
1370,record high p,09/29/2017,-2
1371,thank fema great military first responders working hardagainst terrible oddsin puerto rico see tuesday,09/29/2017,-2
1372,fact puerto rico destroyed two hurricanes big decisions made cost rebuilding,09/29/2017,-2
1373,puerto rico governor ricardo rossello stated administration president every time spoken delivered,09/29/2017,-2
1374,gdp revised upward last quarter many people thought would years happened begun,09/29/2017,-2
1375,puerto rico devastated phone system electric grid many roads gone fema first responders amazing governor said great job,09/29/2017,-2
1376,really hard help many lost homes military site tuesday wish press would treat fairly,09/28/2017,-1
1377,fema first responders great job puerto rico massive food water delivered docks electric grid dead locals trying,09/28/2017,-1
1378,welcome back stevescalise teamscalise,09/28/2017,-1
1379,electric power grid puerto rico totally shot large numbers generators island food water site,09/28/2017,-1
1380,democrats want massive tax cuts win elections great reviews tax cut reform bill,09/28/2017,-1
1381,time take care people rebuild nation fight great american workers taxreform usa,09/28/2017,-1
1382,right tax cut right time succeed grow together one team one people one american family taxreform,09/27/2017,2
1383,arrived indianapolis indiana make announcement taxreform together going make america great,09/27/2017,2
1384,people pro trump virtually president accomplished accomplished first months economy roaring,09/27/2017,2
1385,facebook always anti trump networks always anti trump hencefake news nytimes apologized wapo anti trump collusion,09/27/2017,2
1386,votes healthcare reconciliation deadline friday need get rid filibuster rule,09/27/2017,2
1387,one yes vote hospital positive signs alaska two others mccain hcare vote friday,09/27/2017,2
1388,spoke jerry jones dallas cowboys yesterday jerry winner knows get things done players stand country,09/27/2017,2
1389,spoke roy moore alabama last night first time sounds like really great guy ran fantastic race help maga,09/27/2017,2
1390,congratulations roy moore republican primary win alabama luther strange started way back ran good race roy win dec,09/27/2017,2
1391,congratulations roy moore republican primary win alabama luther strange started way back ran good race roy win nov,09/27/2017,2
1392,even usain bolt jamaica one greatest runners athletes time showed respect national anthem,09/27/2017,2
1393,years ago today national security council met first time great history advising presidents thanks nsc staff,09/27/2017,2
1394,thank wonderful team usun families keep great work usa,09/26/2017,1
1395,honor welcome president marianorajoy spain thank standing w us efforts isolate brutal noko regime,09/26/2017,1
1396,want express support extend prayers affected vile terror attack spain last month,09/26/2017,1
1397,america hearts prayers people puertorico usvi get get together,09/26/2017,1
1398,heading un meet ambassador nikkihaley great representatives usa,09/26/2017,1
1399,honored welcome republican democrat members house ways means committee white house today usa,09/26/2017,1
1400,alabama get vote luther strange proven never let maga,09/26/2017,1
1401,nfl sorts rules regulations way set rule kneel national anthem,09/26/2017,1
1402,thank carmen yulin cruz mayor san juan kind words fema etc working hard much food water way,09/26/2017,1
1403,great interview foxandfriends parents otto warmbier otto tortured beyond belief north korea,09/26/2017,1
1404,luther strange shooting alabama polls since endorsement finish job vote today big luther,09/26/2017,1
1405,dallas dropped knees team stood national anthem big progress made love country,09/26/2017,1
1406,dallas dropped knees team stood national anthem big progress made love country,09/26/2017,1
1407,booing nfl football game last night entire dallas team dropped knees loudest ever heard great anger,09/26/2017,1
1408,ratings nfl football way except game starts people tune see whether country disrespected,09/26/2017,1
1409,big election tomorrow great state alabama vote senator luther strange tough crime border never let,09/26/2017,1
1410,many clips john mccain talking repealing replacing care oh changed complete turn years talk,09/26/2017,1
1411,owed wall street banks sadly must dealt food water medical top priorities well fema,09/26/2017,1
1412,old electrical grid terrible shape devastated much island destroyed billions dollars,09/26/2017,1
1413,texas florida great puerto rico already suffering broken infrastructure massive debt deep trouble,09/26/2017,1
1414,tremendous backlash nfl players disrespect country standforouranthem,09/25/2017,-1
1415,general john kelly totally agrees w stance nfl players fact disrespecting flag great country,09/25/2017,-1
1416,cnn fakenews reported cos john kelly opposed stance nfl players disrespecting flag anthem country total lie,09/25/2017,-1
1417,standforouranthem,09/25/2017,-1
1418,white house never looked beautiful returning last night important meetings taking place today big tax cuts reform,09/25/2017,-1
1419,issue kneeling nothing race respect country flag national anthem nfl must respect,09/25/2017,-1
1420,many people booed players kneeled yesterday small percentage total fans demand respect flag,09/25/2017,-1
1421,proud nascar supporters fans put disrespecting country flag said loud clear,09/25/2017,-1
1422,making america safe number one priority admit country cannot safely vet,09/24/2017,1
1423,sports fans never condone players stand proud national anthem country nfl change policy,09/24/2017,1
1424,alaska arizona maine kentucky big winners healthcare proposal years repeal replace senators,09/24/2017,1
1425,courageous patriots fought died great american flag must honor respect make america great,09/24/2017,1
1426,please inform champion pittsburgh penguins nhl joining white house ceremony great team,09/24/2017,1
1427,great solidarity national anthem country standing locked arms good kneeling acceptable bad ratings,09/24/2017,1
1428,nfl attendance ratings way boring games yes many stay away love country league back u,09/24/2017,1
1429,nfl fans refuse go games players stop disrespecting flag country see change take place fast fire suspend,09/24/2017,1
1430,heard foreign minister north korea speak u n echoes thoughts little rocket man around much longer,09/24/2017,1
1431,roger goodell nfl put statement trying justify total disrespect certain players show country tell stand,09/23/2017,-1
1432,democrats laughingly saying mccain moment courage tell people arizona deceived increase,09/23/2017,-1
1433,iran test fired ballistic missile capable reaching israel also working north korea much agreement,09/23/2017,-1
1434,proud incredible first lady flotus truly great representative country,09/23/2017,-1
1435,great american flag country stand national anthem fired find something else,09/23/2017,-1
1436,player wants privilege making millions dollars nflor leagues allowed disrespect,09/23/2017,-1
1437,going white house considered great honor championship team stephen curry hesitatingtherefore invitation withdrawn,09/23/2017,-1
1438,great luther strange last night alabama great people crowd vote luther tuesday,09/23/2017,-1
1439,alaska plus increase premiums obamacare worst country deductibles high people angry lisa comes,09/23/2017,-1
1440,know rand paul think may find way get good party,09/23/2017,-1
1441,large block grants states good thing better control management great arizona mccain let best friend l g,09/23/2017,-1
1442,arizona increase obamacare premiums last year deductibles high chuck schumer sold john mccain bill goods sad,09/23/2017,-1
1443,john mccain never intention voting bill governor loves campaigned repeal replace let arizona,09/23/2017,-1
1444,heading alabama big crowd,09/22/2017,-2
